filename,Nose_x,Nose_y,Nose_z,Left Eye Inner_x,Left Eye Inner_y,Left Eye Inner_z,Left Eye_x,Left Eye_y,Left Eye_z,Left Eye Outer_x,Left Eye Outer_y,Left Eye Outer_z,Right Eye Inner_x,Right Eye Inner_y,Right Eye Inner_z,Right Eye_x,Right Eye_y,Right Eye_z,Right Eye Outer_x,Right Eye Outer_y,Right Eye Outer_z,Left Ear_x,Left Ear_y,Left Ear_z,Right Ear_x,Right Ear_y,Right Ear_z,Mouth Left_x,Mouth Left_y,Mouth Left_z,Mouth Right_x,Mouth Right_y,Mouth Right_z,Left Shoulder_x,Left Shoulder_y,Left Shoulder_z,Right Shoulder_x,Right Shoulder_y,Right Shoulder_z,Left Elbow_x,Left Elbow_y,Left Elbow_z,Right Elbow_x,Right Elbow_y,Right Elbow_z,Left Wrist_x,Left Wrist_y,Left Wrist_z,Right Wrist_x,Right Wrist_y,Right Wrist_z,Left Pinky_x,Left Pinky_y,Left Pinky_z,Right Pinky_x,Right Pinky_y,Right Pinky_z,Left Index_x,Left Index_y,Left Index_z,Right Index_x,Right Index_y,Right Index_z,Left Thumb_x,Left Thumb_y,Left Thumb_z,Right Thumb_x,Right Thumb_y,Right Thumb_z,Left Hip_x,Left Hip_y,Left Hip_z,Right Hip_x,Right Hip_y,Right Hip_z,Left Knee_x,Left Knee_y,Left Knee_z,Right Knee_x,Right Knee_y,Right Knee_z,Left Ankle_x,Left Ankle_y,Left Ankle_z,Right Ankle_x,Right Ankle_y,Right Ankle_z,Left Heel_x,Left Heel_y,Left Heel_z,Right Heel_x,Right Heel_y,Right Heel_z,Left Foot Index_x,Left Foot Index_y,Left Foot Index_z,Right Foot Index_x,Right Foot Index_y,Right Foot Index_z
pos_2,0.044558990746736526,-0.6570634841918945,-0.2145361304283142,0.037836212664842606,-0.6956309676170349,-0.19093558192253113,0.03817545622587204,-0.6959081292152405,-0.19030755758285522,0.03789342939853668,-0.6966050267219543,-0.19050972163677216,0.006858509033918381,-0.6853818297386169,-0.20332090556621552,0.007664816454052925,-0.6865084171295166,-0.2041257619857788,0.0074715400114655495,-0.6878252625465393,-0.2034749835729599,0.045983679592609406,-0.6922625303268433,-0.05710160732269287,-0.09461095184087753,-0.6523458957672119,-0.12044305354356766,0.05726008862257004,-0.63636714220047,-0.16604198515415192,0.01509432215243578,-0.6234185099601746,-0.1824965924024582,0.0552900955080986,-0.5123008489608765,0.1257432997226715,-0.0641913041472435,-0.47593367099761963,-0.1716155707836151,0.010676803067326546,-0.2674381136894226,0.1702229082584381,-0.08322615921497345,-0.21766066551208496,-0.20387029647827148,0.0735243484377861,-0.1178516298532486,0.06808222085237503,0.0976087898015976,-0.2308335304260254,-0.22810131311416626,0.08661934733390808,-0.05837712436914444,0.05096518620848656,0.1510445922613144,-0.22765688598155975,-0.2532188296318054,0.09673196822404861,-0.06340819597244263,0.030527308583259583,0.15582337975502014,-0.27381631731987,-0.25069645047187805,0.07704522460699081,-0.10738924145698547,0.053416624665260315,0.10927010327577591,-0.24879126250743866,-0.22675247490406036,0.037500571459531784,0.005119821988046169,0.112851582467556,-0.03761984407901764,-0.0060297418385744095,-0.11138638854026794,0.09084071964025497,0.39955395460128784,0.10471930354833603,0.08409767597913742,0.40645328164100647,-0.10858921706676483,-0.025280054658651352,0.7562570571899414,0.1745939552783966,-0.02822619117796421,0.7522284388542175,-0.044288333505392075,-0.026254452764987946,0.800650954246521,0.17070189118385315,-0.03759011626243591,0.7970635890960693,-0.041534118354320526,0.08843804895877838,0.8473501801490784,0.1281796246767044,0.06546605378389359,0.8531026840209961,-0.10521719604730606
pos_2,0.04444248974323273,-0.6521862149238586,-0.23218801617622375,0.037835437804460526,-0.6905643939971924,-0.20722012221813202,0.03817559406161308,-0.6908977627754211,-0.20651714503765106,0.03789064660668373,-0.6916011571884155,-0.2066965252161026,0.006727777421474457,-0.6808236837387085,-0.2178988754749298,0.0075233327224850655,-0.6819214224815369,-0.2187303602695465,0.007344838697463274,-0.6832798719406128,-0.21790963411331177,0.049123577773571014,-0.6848170757293701,-0.0707574263215065,-0.09295560419559479,-0.6475812792778015,-0.12741553783416748,0.057444170117378235,-0.6305963397026062,-0.18352800607681274,0.015151901170611382,-0.6184451580047607,-0.19713249802589417,0.06584161520004272,-0.49343106150627136,0.10795361548662186,-0.06441543996334076,-0.47309502959251404,-0.17225442826747894,0.01628911681473255,-0.23170723021030426,0.16084899008274078,-0.13041390478610992,-0.2176445871591568,-0.27328184247016907,0.08295316249132156,-0.06812255084514618,0.06922247260808945,0.03408114239573479,-0.23072823882102966,-0.4234640598297119,0.09480740129947662,-0.00627955561503768,0.0550105981528759,0.08698836714029312,-0.22711952030658722,-0.4607871472835541,0.10552382469177246,-0.007662431802600622,0.032057296484708786,0.09665453433990479,-0.2715038061141968,-0.4479685127735138,0.08639846742153168,-0.05628211051225662,0.054620690643787384,0.049400731921195984,-0.247897669672966,-0.42025014758110046,0.037503864616155624,0.005275402218103409,0.11201021075248718,-0.037618137896060944,-0.00616950960829854,-0.11054014414548874,0.0917145162820816,0.39841896295547485,0.10385291278362274,0.09985487163066864,0.3870112895965576,-0.11336111277341843,-0.025785809382796288,0.7530297636985779,0.17416851222515106,-0.028447963297367096,0.7391074895858765,-0.06193223223090172,-0.027281630784273148,0.7972800135612488,0.17035777866840363,-0.03931164741516113,0.7837076783180237,-0.05977754294872284,0.08543775975704193,0.8442478179931641,0.1261640191078186,0.05978194624185562,0.8448069095611572,-0.1258542537689209
pos_2,0.05003172904253006,-0.6515927910804749,-0.22873960435390472,0.043813079595565796,-0.689456582069397,-0.20222076773643494,0.044172100722789764,-0.6898105144500732,-0.2014259696006775,0.04384471848607063,-0.6904922127723694,-0.2016301453113556,0.013262997381389141,-0.6805832386016846,-0.21403385698795319,0.014007619582116604,-0.6816620826721191,-0.21483291685581207,0.013902055099606514,-0.6830326914787292,-0.21388806402683258,0.05168744921684265,-0.6766080856323242,-0.06662201136350632,-0.08569484949111938,-0.6464486718177795,-0.12714676558971405,0.06060038506984711,-0.6276594400405884,-0.18117955327033997,0.019704550504684448,-0.6172094345092773,-0.19583486020565033,0.07320713251829147,-0.4756818115711212,0.10551999509334564,-0.07281961292028427,-0.46701329946517944,-0.16613079607486725,0.040617115795612335,-0.22472639381885529,0.16098178923130035,-0.16827699542045593,-0.21769949793815613,-0.28281456232070923,0.11866016685962677,-0.06409531086683273,0.08944674581289291,-0.013436848297715187,-0.22997328639030457,-0.44509199261665344,0.13006150722503662,-0.001989322016015649,0.07911207526922226,0.03757220134139061,-0.22469452023506165,-0.4816293716430664,0.13647964596748352,-0.003338397713378072,0.05292611941695213,0.049689751118421555,-0.2657969892024994,-0.4704132676124573,0.1203446015715599,-0.05215391516685486,0.07604634016752243,0.0035376539453864098,-0.24521321058273315,-0.44272908568382263,0.03884957730770111,0.005393622908741236,0.11085765808820724,-0.03888906165957451,-0.0062656099908053875,-0.10941765457391739,0.09344551712274551,0.40218091011047363,0.09662498533725739,0.1095886081457138,0.3780670762062073,-0.11532088369131088,-0.025896575301885605,0.7520796656608582,0.15825144946575165,-0.02761782519519329,0.7239975333213806,-0.06622743606567383,-0.027704771608114243,0.7954677939414978,0.15372106432914734,-0.03931432217359543,0.7669959664344788,-0.06405842304229736,0.08226465433835983,0.8425750136375427,0.10016722232103348,0.05232209712266922,0.8338661193847656,-0.13234718143939972
pos_2,0.05358826741576195,-0.6515329480171204,-0.22475820779800415,0.04753085970878601,-0.6891876459121704,-0.19738735258579254,0.047899480909109116,-0.6895491480827332,-0.19654931128025055,0.04755214601755142,-0.690221905708313,-0.1967683583498001,0.017253898084163666,-0.6806202530860901,-0.20994558930397034,0.01798073761165142,-0.6816955804824829,-0.2107170820236206,0.01790260151028633,-0.683068037033081,-0.20971965789794922,0.05354825407266617,-0.6735292673110962,-0.0626009926199913,-0.08142204582691193,-0.646084725856781,-0.12624356150627136,0.06292876601219177,-0.6266135573387146,-0.1780490279197693,0.022796088829636574,-0.6168672442436218,-0.19360071420669556,0.07675841450691223,-0.4705057144165039,0.10499410331249237,-0.07654183357954025,-0.4641852378845215,-0.1618858277797699,0.04881523549556732,-0.2232852280139923,0.16139578819274902,-0.17562177777290344,-0.21784111857414246,-0.2828574478626251,0.12788161635398865,-0.06364808231592178,0.09713831543922424,-0.02020607888698578,-0.22976845502853394,-0.4434965252876282,0.1393725574016571,-0.0013317541452124715,0.08739585429430008,0.030970310792326927,-0.22379937767982483,-0.47966834902763367,0.14498282968997955,-0.002833955455571413,0.06088528037071228,0.04328395053744316,-0.26379358768463135,-0.46866706013679504,0.12924906611442566,-0.051688842475414276,0.08404897898435593,-0.0031611912418156862,-0.2442304641008377,-0.4411827027797699,0.039804715663194656,0.005472340155392885,0.11010380834341049,-0.039794135838747025,-0.0063294293358922005,-0.10867739468812943,0.0957389771938324,0.4037725627422333,0.09232347458600998,0.11301678419113159,0.37412887811660767,-0.11658953130245209,-0.025969143956899643,0.750671923160553,0.15129953622817993,-0.026973236352205276,0.71876060962677,-0.0682344138622284,-0.028031788766384125,0.7933499813079834,0.14667363464832306,-0.03930429369211197,0.7615041732788086,-0.0660533457994461,0.08032851666212082,0.840804398059845,0.09172913432121277,0.05010450258851051,0.8294057846069336,-0.13505102694034576
pos_2,0.058831192553043365,-0.6511150598526001,-0.22265559434890747,0.05370853468775749,-0.6886119842529297,-0.19511282444000244,0.054096296429634094,-0.6890016794204712,-0.1942521035671234,0.05375553295016289,-0.6896528005599976,-0.1944977343082428,0.024740030989050865,-0.6806718111038208,-0.20929165184497833,0.025445222854614258,-0.6817357540130615,-0.2100532501935959,0.02542501874268055,-0.6831151247024536,-0.20901358127593994,0.053438276052474976,-0.6708608269691467,-0.06049752235412598,-0.07931346446275711,-0.6478992700576782,-0.13059109449386597,0.06348972767591476,-0.6247866153717041,-0.17626447975635529,0.024461455643177032,-0.6167024374008179,-0.19303719699382782,0.07606025785207748,-0.4695810377597809,0.10038693994283676,-0.0989469438791275,-0.46418699622154236,-0.16216714680194855,0.06119640916585922,-0.22542236745357513,0.1600368171930313,-0.18440866470336914,-0.22076962888240814,-0.2890627682209015,0.15189948678016663,-0.07340153306722641,0.09343039989471436,-0.01714969053864479,-0.23001085221767426,-0.44450050592422485,0.16651798784732819,-0.013967792503535748,0.08683858066797256,0.037724483758211136,-0.2230595499277115,-0.48278704285621643,0.17235781252384186,-0.015774475410580635,0.05602218210697174,0.05079546198248863,-0.26324859261512756,-0.4727056622505188,0.15386365354061127,-0.062038395553827286,0.08089175075292587,0.0012450383510440588,-0.24424198269844055,-0.44237539172172546,0.04253310710191727,0.004652437753975391,0.10959380120038986,-0.04249020665884018,-0.005481351166963577,-0.1081802248954773,0.0956534668803215,0.40372148156166077,0.10032700002193451,0.13193653523921967,0.3764268159866333,-0.11778482794761658,-0.023496542125940323,0.7472974061965942,0.16591979563236237,-0.028070809319615364,0.7024458646774292,-0.05954704061150551,-0.024685103446245193,0.7899250388145447,0.16172073781490326,-0.04387940466403961,0.742735743522644,-0.05655073747038841,0.0877494141459465,0.8358267545700073,0.10513363033533096,0.029436705633997917,0.8195397257804871,-0.1241011992096901
pos_2,0.06408697366714478,-0.6427571177482605,-0.2228042334318161,0.06165793910622597,-0.6808995604515076,-0.1958225965499878,0.06196350231766701,-0.6812883615493774,-0.19495995342731476,0.06172290816903114,-0.6818495988845825,-0.19523628056049347,0.03295058384537697,-0.6757596135139465,-0.2104480266571045,0.033586032688617706,-0.6767899394035339,-0.21118834614753723,0.03359455615282059,-0.6781363487243652,-0.21019814908504486,0.05770113319158554,-0.6640967726707458,-0.062034379690885544,-0.07214099913835526,-0.6475776433944702,-0.13648974895477295,0.0660400539636612,-0.6155309677124023,-0.1763831526041031,0.02773503214120865,-0.6100712418556213,-0.19434323906898499,0.09616999328136444,-0.46789535880088806,0.085823655128479,-0.11474135518074036,-0.4616699516773224,-0.16138027608394623,0.14897556602954865,-0.23067155480384827,0.1372043341398239,-0.174800306558609,-0.21956580877304077,-0.2804396152496338,0.2111043781042099,-0.07662035524845123,0.03490987792611122,-0.0200593713670969,-0.19273962080478668,-0.40419572591781616,0.2206145077943802,-0.014824770390987396,0.0176533255726099,0.031903382390737534,-0.16513855755329132,-0.4410356283187866,0.2134782373905182,-0.018263984471559525,-0.01113707385957241,0.04861975461244583,-0.20489053428173065,-0.43553832173347473,0.20579564571380615,-0.06533967703580856,0.022182084619998932,-0.0006316185463219881,-0.20183978974819183,-0.4029097855091095,0.05642685666680336,0.003484391374513507,0.10651563853025436,-0.05645763501524925,-0.004240822046995163,-0.10520611703395844,0.13342270255088806,0.3957952558994293,0.08150753378868103,0.13312563300132751,0.3777411878108978,-0.12965135276317596,-0.016973838210105896,0.7130828499794006,0.16598013043403625,-0.02896604686975479,0.6737214922904968,-0.031864460557699203,-0.02070395089685917,0.7534481883049011,0.16306637227535248,-0.04596778377890587,0.7117103338241577,-0.024551905691623688,0.0877050906419754,0.8142423629760742,0.10990636795759201,0.020649148151278496,0.800295889377594,-0.08468026667833328
pos_2,0.06369366496801376,-0.629199743270874,-0.23328158259391785,0.060426823794841766,-0.668315589427948,-0.20813044905662537,0.060726430267095566,-0.6686367988586426,-0.20729109644889832,0.06049307808279991,-0.6691524982452393,-0.20766134560108185,0.03151696175336838,-0.6650865077972412,-0.22399790585041046,0.032145995646715164,-0.666111946105957,-0.22467516362667084,0.03212477266788483,-0.6673855185508728,-0.22390961647033691,0.05625474452972412,-0.6532407999038696,-0.07742203027009964,-0.0730217844247818,-0.6444446444511414,-0.1590021252632141,0.06279491633176804,-0.6022219657897949,-0.18732693791389465,0.025295091792941093,-0.5988587141036987,-0.208057701587677,0.09967615455389023,-0.4660583734512329,0.05174310505390167,-0.1459035724401474,-0.4562114477157593,-0.16155992448329926,0.15476709604263306,-0.23280180990695953,0.09842013567686081,-0.19548259675502777,-0.20618583261966705,-0.1859063357114792,0.20375235378742218,-0.05101809650659561,-0.03654375672340393,-0.09332426637411118,-0.05677613988518715,-0.2650381028652191,0.21251697838306427,0.024799076840281487,-0.06599212437868118,-0.0624716654419899,0.0037768150214105844,-0.30494508147239685,0.1986234188079834,0.02214967831969261,-0.10097847878932953,-0.033069249242544174,-0.02061634697020054,-0.3207785189151764,0.1949692666530609,-0.03696626424789429,-0.0527753047645092,-0.07118465006351471,-0.05237506702542305,-0.2732338607311249,0.06983557343482971,0.002618438331410289,0.09539999067783356,-0.06995037198066711,-0.0033310051076114178,-0.09406902641057968,0.1359952688217163,0.3891541063785553,0.0483640655875206,0.11950785666704178,0.3756519556045532,-0.13307172060012817,-0.019862545654177666,0.6888770461082458,0.16557927429676056,-0.04109904542565346,0.6612945795059204,-0.0014759681653231382,-0.026500767096877098,0.7276752591133118,0.1636371612548828,-0.058428555727005005,0.6997934579849243,0.007581283338367939,0.06213828921318054,0.7968337535858154,0.1105123832821846,0.000818897329736501,0.7821884155273438,-0.06394118815660477
pos_2,0.060601431876420975,-0.6079290509223938,-0.2800513505935669,0.05962187051773071,-0.6476406455039978,-0.25861743092536926,0.05993812531232834,-0.6479185819625854,-0.2578473389148712,0.05967423692345619,-0.6484420299530029,-0.2582717835903168,0.030484691262245178,-0.6461194753646851,-0.27350685000419617,0.031136875972151756,-0.6471323370933533,-0.27415481209754944,0.03111153654754162,-0.6483669877052307,-0.2735653221607208,0.05614262446761131,-0.633504331111908,-0.13269713521003723,-0.07370544224977493,-0.6343799829483032,-0.21035970747470856,0.05741575360298157,-0.5816306471824646,-0.23480500280857086,0.02042771503329277,-0.5807076096534729,-0.2552763521671295,0.10682052373886108,-0.44806233048439026,-0.007325692567974329,-0.15748487412929535,-0.4454648494720459,-0.1843278408050537,0.14851711690425873,-0.20964406430721283,0.051787398755550385,-0.18648234009742737,-0.17572984099388123,-0.1690305918455124,0.19601891934871674,-0.0029554287903010845,-0.06533432006835938,-0.13790319859981537,0.04356871172785759,-0.23478546738624573,0.2062603086233139,0.07518443465232849,-0.09371037036180496,-0.13003617525100708,0.11710158735513687,-0.2710624635219574,0.19209587574005127,0.0745633915066719,-0.13112963736057281,-0.1028345450758934,0.10971125960350037,-0.29645541310310364,0.1871747374534607,0.01196877472102642,-0.08248879015445709,-0.12004046142101288,0.05765154957771301,-0.2470778077840805,0.07904978841543198,0.002419101307168603,0.08487006276845932,-0.07923108339309692,-0.003134741447865963,-0.08341777324676514,0.1311877965927124,0.3896440863609314,0.03121832199394703,0.09262433648109436,0.37542828917503357,-0.1320628523826599,-0.028297847136855125,0.6924259662628174,0.16253136098384857,-0.05249805748462677,0.6650004982948303,0.02120177075266838,-0.03657325357198715,0.7313838005065918,0.16297930479049683,-0.06863502413034439,0.7044804692268372,0.029837017878890038,0.03753175958991051,0.7978578209877014,0.10179227590560913,-0.013685142621397972,0.7805200815200806,-0.0553390309214592
pos_2,0.0579039491713047,-0.6008750200271606,-0.29024603962898254,0.05925728380680084,-0.6405513286590576,-0.2692081332206726,0.05959713086485863,-0.6408201456069946,-0.26844680309295654,0.0592893585562706,-0.6413483619689941,-0.26885128021240234,0.029887216165661812,-0.6390504240989685,-0.283737450838089,0.03056960180401802,-0.6400562524795532,-0.28438612818717957,0.03055429272353649,-0.6412912607192993,-0.2837975323200226,0.05574001744389534,-0.6267833113670349,-0.14366842806339264,-0.0742286890745163,-0.6287674903869629,-0.219690203666687,0.05403267592191696,-0.5748852491378784,-0.24501675367355347,0.017215004190802574,-0.5739923715591431,-0.2651630640029907,0.10826729238033295,-0.44190800189971924,-0.017438070848584175,-0.16031154990196228,-0.4396437704563141,-0.19004744291305542,0.14727696776390076,-0.20260940492153168,0.043173033744096756,-0.18450680375099182,-0.16623152792453766,-0.16157032549381256,0.19428417086601257,0.0052195037715137005,-0.06977090239524841,-0.14314550161361694,0.04759300500154495,-0.22550788521766663,0.2049887627363205,0.08270717412233353,-0.09787170588970184,-0.1342930793762207,0.11956362426280975,-0.26117241382598877,0.18998156487941742,0.08271607756614685,-0.13522383570671082,-0.10781373828649521,0.11032456159591675,-0.2864983379840851,0.1852104663848877,0.020382963120937347,-0.08676435798406601,-0.12535126507282257,0.060530319809913635,-0.23779906332492828,0.0816897600889206,0.0023327062372118235,0.0803377702832222,-0.08188018202781677,-0.003050688188523054,-0.07884768396615982,0.127897247672081,0.39114347100257874,0.025685418397188187,0.08125752210617065,0.37346476316452026,-0.12916412949562073,-0.032678816467523575,0.6929553151130676,0.16076302528381348,-0.055300891399383545,0.6697278618812561,0.021985720843076706,-0.041702695190906525,0.7310997843742371,0.1626051962375641,-0.07062117010354996,0.7099463939666748,0.02918420359492302,0.02739592455327511,0.7976725697517395,0.0994829535484314,-0.01516320463269949,0.7828816771507263,-0.0589434877038002
pos_2,0.04834458976984024,-0.6063132286071777,-0.26924237608909607,0.054034244269132614,-0.645553469657898,-0.24958983063697815,0.05428795516490936,-0.6458474397659302,-0.2487943470478058,0.054138291627168655,-0.6464097499847412,-0.249226912856102,0.024439344182610512,-0.641629695892334,-0.2633340656757355,0.02501845173537731,-0.6426639556884766,-0.26373523473739624,0.024862030521035194,-0.6439645290374756,-0.2634729743003845,0.05238206684589386,-0.6320328712463379,-0.12806709110736847,-0.07924720644950867,-0.6381070613861084,-0.20714502036571503,0.04466469585895538,-0.580571174621582,-0.22450736165046692,0.0067584621720016,-0.5760936141014099,-0.24559351801872253,0.10691665858030319,-0.446828693151474,0.005630504805594683,-0.17968037724494934,-0.44868552684783936,-0.14498572051525116,0.1326976865530014,-0.20532949268817902,0.06086233630776405,-0.19769072532653809,-0.17287971079349518,-0.10286843031644821,0.15999732911586761,-0.0012316477950662374,-0.05472777783870697,-0.19782350957393646,0.032969776540994644,-0.1845615953207016,0.15945884585380554,0.07798147201538086,-0.08285792171955109,-0.20231373608112335,0.10692835599184036,-0.21957574784755707,0.13628503680229187,0.07767597585916519,-0.12110893428325653,-0.18044032156467438,0.10419739037752151,-0.24811303615570068,0.14429835975170135,0.013530517928302288,-0.07186825573444366,-0.1831049919128418,0.04864369332790375,-0.19855721294879913,0.08782157301902771,0.0023298077285289764,0.07064013928174973,-0.08794369548559189,-0.0030469794292002916,-0.06913617253303528,0.09719599783420563,0.4065040647983551,0.0190944392234087,0.034742843359708786,0.3785124719142914,-0.10669244825839996,-0.03340141475200653,0.6948944926261902,0.16877847909927368,-0.058519307523965836,0.6897094249725342,0.04465998709201813,-0.041345253586769104,0.7346194982528687,0.17491182684898376,-0.07096411287784576,0.7326951622962952,0.05076369270682335,0.02703360840678215,0.8097919821739197,0.0997689813375473,-0.01959153078496456,0.8005660176277161,-0.05582202970981598
